"Date","Price","Open","High","Low","Vol.","Change %"
"11/21/2012","88.180","88.160","89.090","87.590","","0.01%"
"11/20/2012","88.170","87.680","88.720","87.150","","0.07%"
"11/19/2012","88.110","88.110","88.670","87.390","","-0.18%"
"11/16/2012","88.270","87.730","88.800","87.240","","0.85%"
"11/15/2012","87.530","87.970","88.640","86.980","","-0.33%"
"11/14/2012","87.820","87.320","87.820","87.320","","0.00%"
"11/13/2012","87.820","87.320","87.820","87.320","","0.00%"
"11/12/2012","87.820","87.330","88.690","86.840","","0.24%"
"11/09/2012","87.610","86.880","88.140","86.340","","0.72%"
"11/08/2012","86.980","87.180","87.980","86.450","","0.29%"
"11/07/2012","86.730","86.880","87.460","85.840","","-0.40%"
"11/06/2012","87.080","87.490","88.130","86.470","","-0.33%"
"11/05/2012","87.370","86.380","87.920","85.890","","1.46%"
"11/02/2012","86.110","85.890","86.690","85.270","","1.16%"
"11/01/2012","85.125","86.160","86.365","85.000","","-1.12%"
"10/31/2012","86.090","86.400","87.220","85.540","","-0.30%"
"10/30/2012","86.350","86.530","87.200","85.670","","-0.21%"
"10/29/2012","86.530","86.160","87.030","85.520","","0.98%"
"10/26/2012","85.690","85.680","86.180","85.190","","0.00%"
"10/25/2012","85.690","86.110","86.630","85.060","","-0.34%"
"10/24/2012","85.980","85.970","86.470","85.480","","0.02%"
"10/23/2012","85.960","85.440","86.640","84.870","","0.47%"
"10/22/2012","85.560","86.220","86.720","85.030","","-0.68%"
"10/19/2012","86.150","85.900","86.870","85.220","","0.80%"
"10/18/2012","85.470","84.720","85.990","84.170","","1.03%"
"10/17/2012","84.600","84.400","85.250","83.780","","0.00%"
"10/16/2012","84.600","84.800","85.320","83.950","","-0.27%"
"10/15/2012","84.830","84.780","85.540","84.150","","0.39%"
"10/12/2012","84.500","84.210","85.140","83.590","","0.26%"
"10/11/2012","84.280","84.930","85.560","83.710","","-0.71%"
"10/10/2012","84.880","84.720","85.590","84.060","","0.62%"
"10/09/2012","84.360","83.810","85.040","83.060","","0.15%"
"10/08/2012","84.230","83.360","84.740","82.880","","1.52%"
"10/05/2012","82.970","82.160","83.750","81.670","","0.22%"
"10/04/2012","82.790","83.200","83.770","82.160","","-0.79%"
"10/03/2012","83.450","84.060","84.610","82.890","","-0.48%"
"10/02/2012","83.850","83.350","83.850","83.350","","0.00%"
"10/01/2012","83.850","84.800","85.300","83.300","","-0.85%"
"09/28/2012","84.570","84.400","85.110","83.490","","-0.29%"
"09/27/2012","84.820","85.550","86.180","84.290","","-0.93%"
"09/26/2012","85.620","85.620","86.290","84.980","","0.28%"
"09/25/2012","85.380","85.390","86.290","84.810","","-0.21%"
"09/24/2012","85.560","85.540","86.160","84.390","","0.04%"
"09/21/2012","85.530","86.640","87.220","84.830","","-1.70%"
"09/20/2012","87.010","86.940","87.560","86.240","","0.66%"
"09/19/2012","86.440","85.940","86.440","85.940","","0.00%"
"09/18/2012","86.440","86.690","87.500","85.830","","0.01%"
"09/17/2012","86.430","86.080","87.140","85.350","","-0.53%"
"09/14/2012","86.890","87.820","88.360","86.370","","-2.02%"
"09/13/2012","88.680","88.460","89.270","87.970","","0.38%"
"09/12/2012","88.340","88.280","89.030","87.730","","-0.24%"
"09/11/2012","88.550","88.670","89.360","88.000","","-0.18%"
"09/10/2012","88.710","88.420","89.260","87.910","","0.15%"
"09/07/2012","88.580","88.900","89.490","88.070","","-0.54%"
"09/06/2012","89.060","89.260","90.140","88.500","","-0.45%"
"09/05/2012","89.460","89.180","90.020","88.690","","0.46%"
"09/04/2012","89.050","88.610","89.620","88.110","","0.21%"
"09/03/2012","88.860","88.700","89.440","88.150","","0.02%"
"08/31/2012","88.840","89.180","89.730","88.330","","-0.19%"
"08/30/2012","89.010","89.140","89.700","88.420","","0.00%"
"08/29/2012","89.010","89.100","89.690","88.390","","-0.07%"
"08/28/2012","89.070","89.330","89.910","88.500","","-0.04%"
"08/27/2012","89.110","88.780","89.650","88.290","","0.34%"
"08/24/2012","88.810","88.560","89.360","88.050","","0.43%"
"08/23/2012","88.430","88.300","88.990","87.700","","-0.42%"
"08/22/2012","88.800","88.700","89.380","88.070","","0.65%"
"08/21/2012","88.225","88.850","89.105","88.100","","-1.07%"
"08/20/2012","89.180","88.680","89.180","88.680","","0.01%"
"08/17/2012","89.170","89.120","89.750","88.470","","-0.04%"
"08/16/2012","89.210","89.520","90.160","88.650","","0.18%"
"08/15/2012","89.050","88.550","89.050","88.550","","0.00%"
"08/14/2012","89.050","88.860","89.740","88.270","","0.56%"
"08/13/2012","88.550","88.380","89.260","87.810","","0.11%"
"08/10/2012","88.450","88.420","89.250","87.910","","0.01%"
"08/09/2012","88.440","88.290","89.120","87.580","","-0.27%"
"08/08/2012","88.680","88.110","89.170","87.430","","0.65%"
"08/07/2012","88.110","88.480","88.810","87.600","","-0.82%"
"08/06/2012","88.840","88.770","89.540","87.870","","-0.41%"
"08/03/2012","89.210","89.860","90.410","88.660","","-0.16%"
"08/02/2012","89.350","89.150","89.930","88.500","","0.66%"
"08/01/2012","88.760","89.200","89.700","88.180","","0.16%"
"07/31/2012","88.620","88.670","89.720","88.120","","0.00%"
"07/30/2012","88.620","88.450","89.480","87.810","","0.10%"
"07/27/2012","88.530","88.830","89.420","87.990","","-0.35%"
"07/26/2012","88.840","88.120","89.570","88.120","","0.25%"
"07/25/2012","88.620","88.120","88.620","88.120","","0.00%"
"07/24/2012","88.620","88.490","89.000","88.120","","-0.42%"
"07/23/2012","88.990","89.010","89.510","88.490","","0.53%"
"07/20/2012","88.520","88.400","89.030","87.620","","-0.12%"
"07/19/2012","88.630","88.540","89.200","87.670","","0.01%"
"07/18/2012","88.620","87.980","89.200","87.490","","-0.01%"
"07/17/2012","88.630","87.840","89.000","87.210","","0.00%"
"07/16/2012","88.630","87.840","89.090","87.140","","0.45%"
"07/13/2012","88.230","89.040","89.110","88.030","","-0.44%"
"07/12/2012","88.620","88.960","90.020","88.120","","0.00%"
"07/11/2012","88.620","89.040","89.660","88.120","","-0.01%"
"07/10/2012","88.630","89.350","89.360","88.170","","2.91%"
"07/09/2012","86.120","85.620","86.120","85.620","","0.00%"
"07/06/2012","86.120","85.620","86.120","85.620","","0.00%"
"07/05/2012","86.120","85.620","86.120","85.620","","0.00%"
"07/04/2012","86.120","85.620","86.120","85.620","","0.00%"
"07/03/2012","86.120","85.630","86.500","85.620","","-0.01%"
"07/02/2012","86.130","85.630","86.130","85.630","","0.00%"
"06/29/2012","86.130","85.630","86.130","85.630","","0.00%"
"06/28/2012","86.130","85.630","86.130","85.630","","0.00%"
"06/27/2012","86.130","85.630","86.130","85.630","","0.00%"
"06/26/2012","86.130","85.630","86.130","85.630","","0.00%"
"06/25/2012","86.130","85.630","86.130","85.630","","0.01%"
"06/22/2012","86.120","85.620","86.120","85.620","","0.00%"
"06/21/2012","86.120","85.620","86.120","85.620","","0.00%"
"06/20/2012","86.120","85.620","86.120","85.620","","0.00%"
"06/19/2012","86.120","85.620","86.120","85.620","","0.00%"
"06/18/2012","86.120","85.630","86.500","85.620","","-0.01%"
"06/15/2012","86.130","85.630","86.130","85.630","","0.00%"
"06/14/2012","86.130","85.620","86.500","85.620","","0.01%"
"06/13/2012","86.120","85.620","86.120","85.620","","0.00%"
"06/12/2012","86.120","85.730","86.500","85.620","","-0.13%"
"06/11/2012","86.230","85.730","86.230","85.730","","0.00%"
"06/08/2012","86.230","85.720","86.600","85.720","","0.01%"
"06/07/2012","86.220","85.730","86.600","85.720","","-0.01%"
"06/06/2012","86.230","85.720","86.600","85.720","","0.01%"
"06/05/2012","86.220","85.730","86.600","85.720","","-0.01%"
"06/04/2012","86.230","86.100","86.600","85.720","","0.01%"
"06/01/2012","86.225","86.100","86.225","86.100","","0.12%"
"05/31/2012","86.125","86.000","86.125","86.000","","0.00%"
"05/30/2012","86.125","86.000","86.125","86.000","","0.00%"
"05/29/2012","86.125","85.880","86.125","85.880","","-0.30%"
"05/28/2012","86.380","85.880","86.380","85.880","","0.01%"
"05/25/2012","86.370","86.620","87.120","85.870","","-0.86%"
"05/24/2012","87.120","86.620","87.120","86.620","","0.00%"
"05/23/2012","87.120","86.630","87.500","86.620","","-0.01%"
"05/22/2012","87.125","87.000","87.125","87.000","","1.40%"
"05/21/2012","85.920","86.030","86.530","85.420","","-0.69%"
"05/18/2012","86.520","87.360","88.250","86.020","","-0.73%"
"05/17/2012","87.160","87.050","87.830","86.120","","0.62%"
"05/16/2012","86.620","86.820","87.720","86.120","","1.03%"
"05/15/2012","85.740","86.460","87.000","85.240","","-0.71%"
"05/14/2012","86.350","85.860","86.850","85.150","","0.63%"
"05/11/2012","85.810","85.580","86.400","84.870","","0.35%"
"05/10/2012","85.510","86.240","86.740","84.120","","-0.71%"
"05/09/2012","86.120","85.630","86.630","85.000","","1.32%"
"05/08/2012","85.000","84.510","85.800","83.780","","1.05%"
"05/07/2012","84.120","85.810","86.520","83.620","","-1.30%"
"05/04/2012","85.225","85.840","86.395","85.100","","-0.29%"
"05/03/2012","85.470","84.960","86.050","84.470","","0.85%"
"05/02/2012","84.750","84.220","85.330","83.650","","1.05%"
"05/01/2012","83.870","83.370","83.870","83.370","","0.00%"
"04/30/2012","83.870","83.920","84.880","83.370","","-0.24%"
"04/27/2012","84.070","83.970","84.860","83.120","","1.14%"
"04/26/2012","83.120","84.030","84.740","82.620","","-1.13%"
"04/25/2012","84.070","84.240","84.890","83.220","","0.42%"
"04/24/2012","83.720","84.260","85.080","83.220","","-0.35%"
"04/23/2012","84.010","83.340","84.620","82.730","","0.83%"
"04/20/2012","83.320","83.440","84.020","81.420","","-0.13%"
"04/19/2012","83.430","82.980","83.960","82.350","","1.84%"
"04/18/2012","81.920","82.190","83.360","81.420","","0.00%"
"04/17/2012","81.920","82.560","83.160","81.420","","-0.92%"
"04/16/2012","82.680","82.620","83.250","82.030","","0.74%"
"04/13/2012","82.070","82.180","82.440","81.570","","-0.58%"
"04/12/2012","82.550","82.190","83.050","81.120","","0.33%"
"04/11/2012","82.280","82.450","83.120","81.120","","-0.11%"
"04/10/2012","82.370","81.790","82.870","81.120","","1.29%"
"04/09/2012","81.320","82.240","82.760","80.820","","0.23%"
"04/06/2012","81.130","80.630","81.130","80.630","","0.00%"
"04/05/2012","81.130","80.620","81.500","80.620","","0.01%"
"04/04/2012","81.120","81.360","82.470","80.620","","1.24%"
"04/03/2012","80.130","80.980","81.730","79.630","","-1.56%"
"04/02/2012","81.400","80.900","81.400","80.900","","0.00%"
"03/30/2012","81.400","81.950","82.580","80.790","","0.35%"
"03/29/2012","81.120","81.650","82.740","80.620","","-0.16%"
"03/28/2012","81.250","81.390","82.130","80.660","","0.20%"
"03/27/2012","81.090","81.780","82.340","80.500","","-0.04%"
"03/26/2012","81.120","81.820","82.880","80.620","","-0.93%"
"03/23/2012","81.880","81.380","81.880","81.380","","0.00%"
"03/22/2012","81.880","81.180","82.500","80.690","","1.01%"
"03/21/2012","81.060","80.800","81.590","80.160","","1.16%"
"03/20/2012","80.130","80.340","81.180","78.820","","-0.31%"
"03/19/2012","80.380","80.300","80.920","79.620","","0.11%"
"03/16/2012","80.290","80.370","81.200","79.770","","-0.41%"
"03/15/2012","80.620","80.160","81.280","79.670","","0.94%"
"03/14/2012","79.870","79.840","80.530","79.240","","-0.01%"
"03/13/2012","79.880","79.810","80.410","79.170","","-0.10%"
"03/12/2012","79.960","79.780","80.520","79.280","","0.81%"
"03/09/2012","79.320","80.000","80.550","78.820","","-0.38%"
"03/08/2012","79.620","79.950","80.450","79.120","","-1.03%"
"03/07/2012","80.450","80.880","81.700","79.880","","-0.17%"
"03/06/2012","80.590","79.840","81.120","79.350","","1.05%"
"03/05/2012","79.750","79.580","80.420","79.020","","0.68%"
"03/02/2012","79.210","78.700","79.800","78.210","","1.40%"
"03/01/2012","78.120","78.500","79.310","77.620","","-0.38%"
"02/29/2012","78.420","78.240","78.940","77.640","","-0.13%"
"02/28/2012","78.520","78.540","79.240","77.950","","-0.30%"
"02/27/2012","78.760","78.380","79.380","77.800","","0.60%"
"02/24/2012","78.290","78.460","79.150","77.780","","0.22%"
"02/23/2012","78.120","78.900","79.410","77.620","","0.00%"
"02/22/2012","78.120","78.800","79.380","77.620","","0.00%"
"02/21/2012","78.120","78.480","79.400","77.620","","-0.79%"
"02/20/2012","78.740","78.770","79.270","78.240","","-0.13%"
"02/17/2012","78.840","78.860","79.430","78.150","","0.60%"
"02/16/2012","78.370","78.360","78.860","77.870","","-0.62%"
"02/15/2012","78.860","79.040","79.540","78.200","","-0.15%"
"02/14/2012","78.980","78.990","79.570","78.280","","0.34%"
"02/13/2012","78.710","79.120","79.760","78.100","","0.10%"
"02/10/2012","78.630","79.360","80.110","78.120","","0.01%"
"02/09/2012","78.620","78.750","79.730","78.120","","-1.27%"
"02/08/2012","79.630","78.480","80.000","77.880","","1.14%"
"02/07/2012","78.730","78.270","79.260","77.610","","0.29%"
"02/06/2012","78.500","77.760","79.120","77.560","","1.45%"
"02/03/2012","77.380","78.590","79.200","76.870","","-0.69%"
"02/02/2012","77.920","78.420","79.310","77.420","","-0.19%"
"02/01/2012","78.070","79.360","79.960","77.570","","-1.31%"
"01/31/2012","79.110","79.280","80.080","78.420","","0.94%"
"01/30/2012","78.370","78.880","80.190","77.870","","-0.66%"
"01/27/2012","78.890","79.550","80.210","78.380","","-0.42%"
"01/26/2012","79.220","79.120","80.000","78.720","","-0.50%"
"01/25/2012","79.620","80.000","80.890","79.120","","0.00%"
"01/24/2012","79.620","80.080","80.710","79.120","","0.00%"
"01/23/2012","79.620","80.480","81.150","79.120","","-1.12%"
"01/20/2012","80.520","80.300","81.270","79.790","","1.12%"
"01/19/2012","79.630","80.260","81.230","79.120","","-1.24%"
"01/18/2012","80.630","81.130","81.830","80.110","","0.01%"
"01/17/2012","80.620","81.940","82.450","80.120","","-1.91%"
"01/16/2012","82.190","82.750","83.370","81.680","","0.70%"
"01/13/2012","81.620","82.440","83.040","81.120","","0.00%"
"01/12/2012","81.620","82.980","83.570","81.120","","0.00%"
"01/11/2012","81.620","82.940","83.560","81.120","","-0.01%"
"01/10/2012","81.630","84.000","84.500","81.120","","-2.09%"
"01/09/2012","83.370","84.340","85.100","82.870","","0.00%"
"01/06/2012","83.370","84.770","85.270","82.870","","-1.13%"
"01/05/2012","84.320","84.860","85.380","83.670","","-0.12%"
"01/04/2012","84.420","84.940","85.620","83.920","","0.00%"
"01/03/2012","84.420","85.060","85.760","83.920","","-1.02%"
"01/02/2012","85.290","84.960","85.840","84.480","","0.38%"
"12/30/2011","84.970","85.040","85.880","84.390","","0.07%"
"12/29/2011","84.910","85.340","86.080","84.370","","0.17%"
"12/28/2011","84.770","84.830","86.000","84.230","","0.77%"
"12/27/2011","84.120","84.490","85.490","83.620","","-0.27%"
"12/26/2011","84.350","84.740","85.240","83.760","","0.99%"
"12/23/2011","83.520","84.300","85.250","83.020","","-1.01%"
"12/22/2011","84.370","84.640","85.140","83.680","","0.29%"
"12/21/2011","84.130","84.240","84.990","83.430","","-0.56%"
"12/20/2011","84.600","84.800","85.440","84.090","","0.57%"
"12/19/2011","84.120","84.320","85.680","83.620","","-0.01%"
"12/16/2011","84.130","84.320","85.320","83.030","","-1.98%"
"12/15/2011","85.830","86.720","87.380","85.280","","4.77%"
"12/14/2011","81.920","85.170","86.710","81.420","","0.00%"
"12/13/2011","81.920","85.010","86.120","81.420","","0.00%"
"12/12/2011","81.920","83.250","85.060","81.420","","0.24%"
"12/09/2011","81.720","83.570","84.260","81.220","","-1.32%"
"12/08/2011","82.810","82.860","83.550","82.180","","1.09%"
"12/07/2011","81.920","82.140","83.250","81.420","","0.24%"
"12/06/2011","81.720","81.420","82.300","81.220","","-0.24%"
"12/05/2011","81.920","81.920","83.350","81.420","","0.00%"
"12/02/2011","81.920","82.370","83.050","81.410","","-0.51%"
"12/01/2011","82.340","83.030","83.530","81.750","","-0.34%"
"11/30/2011","82.620","83.230","84.380","82.120","","-0.42%"
"11/29/2011","82.970","83.170","83.890","82.470","","0.42%"
"11/28/2011","82.620","83.600","84.100","82.120","","-0.60%"
"11/25/2011","83.120","83.610","84.420","82.620","","-0.23%"
"11/24/2011","83.310","83.780","84.330","82.740","","-0.05%"
"11/23/2011","83.350","83.250","84.620","82.310","","-0.04%"
"11/22/2011","83.380","83.840","84.860","80.450","","-0.11%"
"11/21/2011","83.470","82.140","83.960","81.640","","1.61%"
"11/18/2011","82.150","81.680","82.740","81.110","","0.90%"
"11/17/2011","81.420","81.280","81.970","80.520","","1.04%"
"11/16/2011","80.580","81.460","82.020","79.020","","-0.60%"
"11/15/2011","81.070","80.620","81.670","80.140","","1.94%"
"11/14/2011","79.530","79.900","81.180","77.620","","-0.84%"
"11/11/2011","80.200","80.600","81.200","79.460","","-0.11%"
"11/10/2011","80.290","79.030","80.780","79.030","","0.96%"
"11/09/2011","79.530","79.040","80.790","77.620","","1.79%"
"11/08/2011","78.130","78.590","79.720","77.620","","0.01%"
"11/07/2011","78.120","78.070","79.250","77.620","","-0.57%"
"11/04/2011","78.570","78.400","79.310","77.880","","0.26%"
"11/03/2011","78.370","79.070","79.790","77.870","","-0.41%"
"11/02/2011","78.690","79.050","79.580","78.150","","-0.24%"
"11/01/2011","78.880","78.160","79.400","77.680","","1.25%"
"10/31/2011","77.910","78.000","79.250","77.280","","-1.22%"
"10/28/2011","78.870","78.240","79.500","77.480","","-0.33%"
"10/27/2011","79.130","78.620","79.500","78.620","","0.01%"
"10/26/2011","79.120","78.620","79.700","78.620","","0.00%"
"10/25/2011","79.120","79.470","80.120","78.620","","-0.01%"
"10/24/2011","79.130","80.030","80.530","78.630","","-1.14%"
"10/21/2011","80.040","79.680","81.010","79.450","","0.44%"
"10/20/2011","79.690","78.990","80.200","78.490","","1.32%"
"10/19/2011","78.650","78.620","79.290","78.070","","-0.28%"
"10/18/2011","78.870","78.540","79.460","78.010","","0.69%"
"10/17/2011","78.330","78.420","78.920","77.390","","-0.11%"
"10/14/2011","78.420","78.690","79.240","77.890","","3.02%"
"10/13/2011","76.120","78.340","79.270","75.620","","-2.82%"
"10/12/2011","78.330","78.860","79.660","77.790","","-0.79%"
"10/11/2011","78.950","78.190","79.530","77.690","","0.75%"
"10/10/2011","78.360","78.640","79.140","77.730","","-0.37%"
"10/07/2011","78.650","78.450","79.250","77.910","","-0.38%"
"10/06/2011","78.950","78.450","78.950","78.450","","0.00%"
"10/05/2011","78.950","78.700","79.720","78.090","","-0.13%"
"10/04/2011","79.050","79.200","79.700","78.230","","0.51%"
"10/03/2011","78.650","78.350","79.810","77.860","","3.31%"
"09/30/2011","76.130","75.620","76.500","75.620","","0.01%"
"09/29/2011","76.120","78.610","79.120","75.620","","-2.42%"
"09/28/2011","78.010","78.610","79.230","77.350","","-0.64%"
"09/27/2011","78.510","78.700","79.380","77.990","","-0.77%"
"09/26/2011","79.120","79.090","80.140","78.440","","0.04%"
"09/23/2011","79.090","79.420","80.320","77.960","","-0.29%"
"09/22/2011","79.320","78.080","79.830","77.390","","2.57%"
"09/21/2011","77.330","76.700","77.830","76.030","","5.76%"
"09/20/2011","73.120","76.990","77.690","72.620","","-4.42%"
"09/19/2011","76.500","75.620","77.030","75.600","","4.62%"
"09/16/2011","73.120","76.000","76.520","72.620","","-3.90%"
"09/15/2011","76.090","76.260","77.170","75.520","","-0.18%"
"09/14/2011","76.230","76.560","77.300","75.630","","0.11%"
"09/13/2011","76.150","75.390","76.750","74.650","","0.78%"
"09/12/2011","75.560","74.490","76.060","74.000","","3.34%"
"09/09/2011","73.120","74.020","75.040","72.620","","0.00%"
"09/08/2011","73.120","73.870","74.530","72.620","","0.00%"
"09/07/2011","73.120","73.660","74.390","72.620","","-0.01%"
"09/06/2011","73.130","73.760","74.340","72.630","","-0.63%"
"09/05/2011","73.590","73.250","74.130","72.750","","0.45%"
"09/02/2011","73.260","73.500","74.080","72.750","","0.54%"
"09/01/2011","72.870","72.370","72.870","72.370","","0.00%"
"08/31/2011","72.870","72.370","72.870","72.370","","0.00%"
"08/30/2011","72.870","73.570","74.320","72.370","","-1.11%"
"08/29/2011","73.690","73.840","74.340","72.730","","-0.22%"
"08/26/2011","73.850","73.730","74.390","73.070","","0.24%"
"08/25/2011","73.670","73.740","74.440","73.010","","0.74%"
"08/24/2011","73.130","73.120","74.150","72.630","","0.18%"
"08/23/2011","73.000","73.100","73.700","72.400","","-0.10%"
"08/22/2011","73.070","73.190","74.240","72.560","","-0.18%"
"08/19/2011","73.200","72.690","73.690","72.690","","0.01%"
"08/18/2011","73.190","72.750","73.700","72.260","","0.73%"
"08/17/2011","72.660","72.530","73.230","72.030","","0.07%"
"08/16/2011","72.610","72.540","73.110","71.780","","3.55%"
"08/15/2011","70.120","72.540","73.050","69.620","","-3.35%"
"08/12/2011","72.550","72.420","73.220","71.910","","-0.15%"
"08/11/2011","72.660","72.480","73.220","71.840","","0.35%"
"08/10/2011","72.410","72.020","72.960","71.420","","0.11%"
"08/09/2011","72.330","72.630","73.130","71.620","","0.53%"
"08/08/2011","71.950","71.570","72.600","71.070","","0.53%"
"08/05/2011","71.570","71.600","72.250","71.040","","0.42%"
"08/04/2011","71.270","70.880","71.820","70.390","","1.64%"
"08/03/2011","70.120","70.990","72.000","69.620","","0.00%"
"08/02/2011","70.120","70.720","71.360","69.620","","0.00%"
"08/01/2011","70.120","70.700","72.500","69.620","","-0.83%"
"07/29/2011","70.710","70.500","71.280","69.970","","0.26%"
"07/28/2011","70.530","70.660","71.170","69.920","","0.00%"
"07/27/2011","70.530","70.560","71.060","69.670","","-0.23%"
"07/26/2011","70.690","70.900","71.430","70.180","","-0.49%"
"07/25/2011","71.040","70.960","71.590","70.530","","0.10%"
"07/22/2011","70.970","71.000","71.060","70.460","","-0.34%"
"07/21/2011","71.210","71.090","71.740","70.590","","0.13%"
"07/20/2011","71.120","71.120","71.700","70.620","","-0.10%"
"07/19/2011","71.190","71.250","71.360","71.170","","-0.17%"
"07/18/2011","71.310","71.220","71.380","70.720","","0.11%"
"07/15/2011","71.230","71.250","71.840","70.660","","0.03%"
"07/14/2011","71.210","71.230","71.300","71.100","","-0.04%"
"07/13/2011","71.240","71.340","71.380","71.220","","-0.41%"
"07/12/2011","71.530","71.310","71.630","70.820","","0.49%"
"07/11/2011","71.180","70.920","71.680","70.530","","0.35%"
"07/08/2011","70.930","70.900","71.510","70.400","","-0.23%"
"07/07/2011","71.090","71.100","71.620","70.490","","-0.11%"
"07/06/2011","71.170","71.090","71.690","70.440","","0.11%"
"07/05/2011","71.090","71.150","71.760","70.520","","0.00%"
"07/04/2011","71.090","71.120","71.710","70.430","","-0.32%"
"07/01/2011","71.320","71.440","71.950","70.720","","-0.28%"
"06/30/2011","71.520","71.540","72.140","70.960","","-0.38%"
"06/29/2011","71.790","71.940","72.490","71.280","","-0.39%"
"06/28/2011","72.070","71.940","72.580","71.450","","0.03%"
"06/27/2011","72.050","71.980","72.720","71.530","","0.08%"
"06/24/2011","71.990","71.920","72.530","71.370","","0.08%"
"06/23/2011","71.930","71.860","72.450","71.320","","0.14%"
"06/22/2011","71.830","71.710","72.350","71.180","","0.11%"
"06/21/2011","71.750","71.900","72.410","71.250","","-0.35%"
"06/20/2011","72.000","71.780","72.590","71.500","","0.29%"
"06/17/2011","71.790","71.720","72.440","71.230","","-0.08%"
"06/16/2011","71.850","71.780","72.400","71.350","","0.31%"
"06/15/2011","71.630","71.550","71.650","71.460","","0.05%"
"06/14/2011","71.595","71.650","71.735","71.090","","-0.27%"
"06/13/2011","71.790","71.550","72.360","71.220","","0.32%"
"06/10/2011","71.560","71.520","71.620","70.960","","-0.03%"
"06/09/2011","71.580","71.520","72.120","70.920","","0.07%"
"06/08/2011","71.530","71.550","72.100","70.840","","0.07%"
"06/07/2011","71.480","71.660","72.220","70.950","","-0.18%"
"06/06/2011","71.610","71.680","72.180","71.000","","-0.11%"
"06/03/2011","71.690","71.650","71.880","71.150","","-0.04%"
"06/02/2011","71.720","71.940","71.980","71.220","","-0.04%"
"06/01/2011","71.750","71.990","72.500","71.140","","-0.49%"
"05/31/2011","72.100","71.980","72.630","71.560","","-0.05%"
"05/30/2011","72.135","72.180","72.215","71.620","","-0.18%"
"05/27/2011","72.265","72.290","72.405","71.790","","-0.31%"
"05/26/2011","72.490","72.370","73.030","71.820","","-0.04%"
"05/25/2011","72.520","72.430","73.180","71.930","","0.23%"
"05/24/2011","72.350","72.300","72.920","71.840","","-0.03%"
"05/23/2011","72.370","71.950","72.520","71.950","","0.55%"
"05/20/2011","71.975","71.890","72.045","71.320","","0.02%"
"05/19/2011","71.960","71.940","72.560","71.380","","-0.19%"
"05/18/2011","72.100","72.060","72.660","71.530","","-0.21%"
"05/17/2011","72.250","71.750","72.250","71.750","","0.00%"
"05/16/2011","72.250","71.780","72.780","71.530","","0.65%"
"05/13/2011","71.785","71.810","72.085","71.260","","-0.27%"
"05/12/2011","71.980","71.660","72.500","71.320","","0.68%"
"05/11/2011","71.495","71.460","71.555","71.420","","-0.13%"
"05/10/2011","71.590","71.440","71.690","71.440","","0.04%"
"05/09/2011","71.560","71.660","71.670","70.930","","-0.15%"
"05/06/2011","71.665","71.760","71.845","71.520","","0.06%"
"05/05/2011","71.625","71.340","71.625","70.730","","0.67%"
"05/04/2011","71.150","71.340","71.890","70.640","","-0.14%"
"05/03/2011","71.250","71.110","71.740","70.370","","0.45%"
"05/02/2011","70.930","70.740","71.480","70.360","","0.26%"
"04/29/2011","70.745","71.060","71.155","70.240","","-0.49%"
"04/28/2011","71.095","70.830","71.095","70.820","","0.00%"
"04/27/2011","71.095","71.060","71.185","70.980","","-0.18%"
"04/26/2011","71.225","71.330","71.395","71.150","","0.07%"
"04/25/2011","71.175","70.930","71.265","70.930","","0.26%"
"04/22/2011","70.990","70.490","70.990","70.490","","0.00%"
"04/21/2011","70.990","70.820","71.010","70.280","","0.10%"
"04/20/2011","70.920","70.980","71.600","70.380","","-0.35%"
"04/19/2011","71.170","71.280","72.010","70.640","","0.06%"
"04/18/2011","71.130","70.920","71.130","70.320","","0.28%"
"04/15/2011","70.930","71.180","71.820","70.400","","-0.39%"
"04/14/2011","71.210","70.710","71.210","70.710","","0.00%"
"04/13/2011","71.210","71.300","71.840","70.560","","0.25%"
"04/12/2011","71.030","70.530","71.030","70.530","","0.00%"
"04/11/2011","71.030","70.500","71.530","69.970","","0.74%"
"04/08/2011","70.510","70.480","70.610","69.880","","-0.31%"
"04/07/2011","70.730","70.670","71.340","70.050","","0.86%"
"04/06/2011","70.125","70.820","71.775","70.000","","-1.34%"
"04/05/2011","71.080","71.060","71.160","71.030","","-0.24%"
"04/04/2011","71.250","71.340","71.840","70.740","","-0.14%"
"04/01/2011","71.350","70.850","71.350","70.850","","0.00%"
"03/31/2011","71.350","71.480","71.590","70.910","","-0.35%"
"03/30/2011","71.600","71.580","72.160","71.060","","-0.07%"
"03/29/2011","71.650","71.700","72.210","70.960","","-0.13%"
"03/28/2011","71.740","71.460","72.340","71.150","","0.38%"
"03/25/2011","71.470","71.470","71.530","70.870","","-0.18%"
"03/24/2011","71.600","71.820","72.320","71.040","","-0.22%"
"03/23/2011","71.760","72.030","72.060","71.730","","-0.26%"
"03/22/2011","71.945","71.950","72.025","71.450","","-0.10%"
"03/21/2011","72.020","72.180","72.680","71.510","","-0.24%"
"03/18/2011","72.190","72.130","72.230","71.510","","-0.14%"
"03/17/2011","72.290","72.370","72.940","71.700","","0.15%"
"03/16/2011","72.180","72.310","72.890","71.660","","0.56%"
"03/15/2011","71.775","72.370","72.705","71.500","","-0.46%"
"03/14/2011","72.105","72.380","72.385","72.060","","-0.39%"
"03/11/2011","72.390","72.330","72.960","71.770","","0.12%"
